Dates,PX_LAST
9/11/2017,0.8029
9/12/2017,0.8019
9/13/2017,0.7986
9/14/2017,0.8005
9/15/2017,0.8002
9/18/2017,0.7958
9/19/2017,0.801
9/20/2017,0.8031
9/21/2017,0.7929
9/22/2017,0.7962
9/25/2017,0.7937
9/26/2017,0.7886
9/27/2017,0.7849
9/28/2017,0.7856
9/29/2017,0.7834
10/2/2017,0.7827
10/3/2017,0.7836
10/4/2017,0.7865
10/5/2017,0.7795
10/6/2017,0.7767
10/9/2017,0.7753
10/10/2017,0.7778
10/11/2017,0.7788
10/12/2017,0.782
10/13/2017,0.7887
10/16/2017,0.7851
10/17/2017,0.7846
10/18/2017,0.7846
10/19/2017,0.7878
10/20/2017,0.7817
10/23/2017,0.7807
10/24/2017,0.7776
10/25/2017,0.7704
10/26/2017,0.766
10/27/2017,0.7677
10/30/2017,0.7688
10/31/2017,0.7656
11/1/2017,0.7676
11/2/2017,0.7713
11/3/2017,0.765
11/6/2017,0.7691
11/7/2017,0.7645
11/8/2017,0.7678
11/9/2017,0.768
11/10/2017,0.7661
11/13/2017,0.7623
11/14/2017,0.7631
11/15/2017,0.7589
11/16/2017,0.7588
11/17/2017,0.7564
11/20/2017,0.755
11/21/2017,0.7578
11/22/2017,0.7617
11/23/2017,0.7625
11/24/2017,0.7617
11/27/2017,0.7602
11/28/2017,0.7595
11/29/2017,0.757
11/30/2017,0.7566
12/1/2017,0.7613
12/4/2017,0.7598
12/5/2017,0.7607
12/6/2017,0.7564
12/7/2017,0.7511
12/8/2017,0.7509
12/11/2017,0.7526
12/12/2017,0.7558
12/13/2017,0.7637
12/14/2017,0.7666
12/15/2017,0.7646
12/18/2017,0.7664
12/19/2017,0.7663
12/20/2017,0.7667
12/21/2017,0.7702
12/22/2017,0.7709
12/25/2017,0.7717
12/26/2017,0.7728
12/27/2017,0.7768
12/28/2017,0.7794
12/29/2017,0.7809
1/1/2018,0.7805
1/2/2018,0.783
1/3/2018,0.7836
1/4/2018,0.7864
1/5/2018,0.7864
1/8/2018,0.7842
1/9/2018,0.7824
1/10/2018,0.7843
1/11/2018,0.7892
1/12/2018,0.7917
1/15/2018,0.7965
1/16/2018,0.7961
1/17/2018,0.797
1/18/2018,0.8001
1/19/2018,0.7995
1/22/2018,0.8017
1/23/2018,0.8
1/24/2018,0.8062
1/25/2018,0.8026
1/26/2018,0.811
1/29/2018,0.8094
1/30/2018,0.8083
1/31/2018,0.8055
2/1/2018,0.8039
2/2/2018,0.7931
2/5/2018,0.7878
2/6/2018,0.7906
2/7/2018,0.7823
2/8/2018,0.7781
2/9/2018,0.7813
2/12/2018,0.7862
2/13/2018,0.7859
2/14/2018,0.7926
2/15/2018,0.7945
2/16/2018,0.7905
2/19/2018,0.7913
2/20/2018,0.7883
2/21/2018,0.7804
2/22/2018,0.7846
2/23/2018,0.7843
2/26/2018,0.7855
2/27/2018,0.7789
2/28/2018,0.7762
3/1/2018,0.7756
3/2/2018,0.776
3/5/2018,0.7765
3/6/2018,0.7829
3/7/2018,0.7825
3/8/2018,0.7789
3/9/2018,0.7844
3/12/2018,0.7873
3/13/2018,0.786
3/14/2018,0.7877
3/15/2018,0.7798
3/16/2018,0.7713
3/19/2018,0.7718
3/20/2018,0.7683
3/21/2018,0.7765
3/22/2018,0.7693
3/23/2018,0.7699
3/26/2018,0.7748
3/27/2018,0.7679
3/28/2018,0.7662
3/29/2018,0.7678
3/30/2018,0.7679
4/2/2018,0.7663
4/3/2018,0.7685
4/4/2018,0.7716
4/5/2018,0.7684
4/6/2018,0.7684
4/9/2018,0.7697
4/10/2018,0.7761
4/11/2018,0.7755
4/12/2018,0.7754
4/13/2018,0.7764
4/16/2018,0.7781
4/17/2018,0.7766
4/18/2018,0.7784
4/19/2018,0.773
4/20/2018,0.7672
4/23/2018,0.7605
4/24/2018,0.7604
4/25/2018,0.7565
4/26/2018,0.7554
4/27/2018,0.7581
4/30/2018,0.753
5/1/2018,0.749
5/2/2018,0.7493
5/3/2018,0.7532
5/4/2018,0.7539
5/7/2018,0.7517
5/8/2018,0.7455
5/9/2018,0.7463
5/10/2018,0.7532
5/11/2018,0.7543
5/14/2018,0.7526
5/15/2018,0.7472
5/16/2018,0.7516
5/17/2018,0.7511
5/18/2018,0.7511
5/21/2018,0.7582
5/22/2018,0.7576
5/23/2018,0.756
5/24/2018,0.7576
5/25/2018,0.7548
5/28/2018,0.7546
5/29/2018,0.7505
5/30/2018,0.7575
5/31/2018,0.7568
6/1/2018,0.7569
6/4/2018,0.7648
6/5/2018,0.7616
6/6/2018,0.7667
6/7/2018,0.7624
6/8/2018,0.7601
6/11/2018,0.7609
6/12/2018,0.7573
6/13/2018,0.7578
6/14/2018,0.7478
6/15/2018,0.7442
6/18/2018,0.7423
6/19/2018,0.7381
6/20/2018,0.7368
